,dayname,hour,cluster,Lat,Lon
171,Friday,16,10,40.719452272727274,-73.95960568181819
172,Friday,16,11,40.744847368421055,-73.84315789473685
173,Friday,16,12,40.710796153846154,-73.96408846153847
174,Friday,16,13,40.692521428571425,-73.98404285714285
175,Friday,17,-1,40.72831614713217,-73.93669688279302
176,Friday,17,0,40.74697420966992,-73.9863508949326
177,Friday,17,1,40.744645000000006,-73.84322
178,Friday,17,2,40.76961794871794,-73.86447264957265
179,Friday,17,3,40.69191578947368,-73.99067669172932
180,Friday,17,4,40.644213207547175,-73.78924150943396
181,Friday,17,5,40.716720689655176,-73.95918423645321
182,Friday,17,6,40.77309714285715,-73.88567428571429
183,Friday,17,7,40.71037619047619,-73.98474761904762
184,Friday,17,8,40.774011458333334,-73.87238541666666
185,Friday,17,9,40.70266338028169,-73.98846478873239
186,Friday,17,10,40.64471052631579,-73.78223684210526
187,Friday,17,11,40.69432058823529,-74.17780588235294
188,Friday,17,12,40.683451724137925,-73.97753793103448
189,Friday,17,13,40.80533783783783,-73.96465945945945
190,Friday,17,14,40.69332352941177,-73.99881176470589
191,Friday,17,15,40.689255555555555,-73.96905
192,Friday,17,16,40.74545555555556,-73.9562037037037
193,Friday,17,17,40.66597222222222,-73.98292777777777
194,Friday,18,-1,40.7278581632653,-73.93841729024943
195,Friday,18,0,40.74640744880903,-73.98666070831591
196,Friday,18,1,40.7696874015748,-73.8646062992126
197,Friday,18,2,40.692055172413795,-74.1789908045977
198,Friday,18,3,40.64577676767677,-73.78074848484849
199,Friday,18,4,40.69081925925926,-73.9898237037037
200,Friday,18,5,40.70270615384616,-73.98861076923076
201,Friday,18,6,40.77303846153846,-73.88561538461538
202,Friday,18,7,40.71654782608696,-73.95949695652175
203,Friday,18,8,40.773962162162164,-73.87239864864864
204,Friday,18,9,40.64385531914893,-73.78916808510638
205,Friday,18,10,40.6718,-73.98320416666667
206,Friday,18,11,40.70878888888889,-73.95024814814815
207,Friday,18,12,40.72997222222222,-73.9572
208,Friday,18,13,40.697694999999996,-73.99485999999999
209,Friday,19,-1,40.72575719381688,-73.94671617122474
210,Friday,19,0,40.74408675208913,-73.9882013259053
211,Friday,19,1,40.773965811965816,-73.87236923076922
212,Friday,19,2,40.645881617647056,-73.78051029411765
213,Friday,19,3,40.6445,-73.78948421052631
214,Friday,19,4,40.714993197278915,-73.95718197278912
215,Friday,19,5,40.68778846153846,-74.18193461538462
216,Friday,19,6,40.688842105263156,-73.96900000000001
217,Friday,19,7,40.769703703703705,-73.86432962962962
218,Friday,19,8,40.69300776699029,-73.99100679611651
219,Friday,19,9,40.70206515151515,-73.98930606060607
220,Friday,19,10,40.68312857142857,-73.97563857142858
221,Friday,19,11,40.773072222222225,-73.88562777777777
222,Friday,19,12,40.69513333333333,-74.17783333333334
223,Friday,19,13,40.733326086956524,-73.9575695652174
224,Friday,19,14,40.728249999999996,-73.95714444444444
225,Friday,19,15,40.80193333333333,-73.96693333333333
226,Friday,20,-1,40.7322937277263,-73.94105944404846
227,Friday,20,0,40.7433604466568,-73.98850108973497
228,Friday,20,1,40.83016153846154,-73.92767692307692
229,Friday,20,2,40.64505666666667,-73.78944444444444
230,Friday,20,3,40.76982049180328,-73.86442295081967
231,Friday,20,4,40.773974074074076,-73.87216944444445
232,Friday,20,5,40.69579898477157,-73.99025532994924
233,Friday,20,6,40.714857185628745,-73.95648083832336
234,Friday,20,7,40.68592846153846,-73.97256615384616
235,Friday,20,8,40.64585503355705,-73.78101208053691
236,Friday,20,9,40.6949423076923,-74.17797307692308
237,Friday,20,10,40.80615945945946,-73.96415135135135
238,Friday,20,11,40.67219473684211,-74.0105052631579
239,Friday,20,12,40.73110975609756,-73.95747804878049
240,Friday,20,13,40.674904347826086,-73.98420869565217
241,Friday,20,14,40.67845,-73.97087142857143
242,Friday,20,15,40.74728928571428,-73.94389285714286
243,Friday,20,16,40.67579411764706,-73.95873137254902
244,Friday,20,17,40.68645,-74.0023125
245,Friday,20,18,40.72582666666666,-73.95140666666666
246,Friday,20,19,40.74413,-73.95374000000001
247,Friday,20,20,40.79590714285714,-73.96925
248,Friday,20,21,40.704277777777776,-73.93021666666667
249,Friday,21,-1,40.736980825752276,-73.93198915325402
250,Friday,21,0,40.74356529674537,-73.98898127632418
251,Friday,21,1,40.676845901639346,-73.98479672131148
252,Friday,21,2,40.644663414634145,-73.78946097560976
253,Friday,21,3,40.69056376811594,-73.98553623188407
254,Friday,21,4,40.687857894736844,-74.18206842105263
255,Friday,21,5,40.715799733333334,-73.95644426666667
256,Friday,21,6,40.645711801242236,-73.7812850931677
257,Friday,21,7,40.677154,-74.014128
258,Friday,21,8,40.686170454545454,-73.99948295454546
259,Friday,21,9,40.68428449197861,-73.97255828877005
260,Friday,21,10,40.769623255813954,-73.86427093023256
261,Friday,21,11,40.70104675324675,-73.99076883116884
262,Friday,21,12,40.72060638297872,-73.8443170212766
263,Friday,21,13,40.77397894736842,-73.87221052631578
264,Friday,21,14,40.73267631578947,-73.9560697368421
265,Friday,21,15,40.69472380952381,-74.17816666666667
266,Friday,21,16,40.8281075,-73.9269075
267,Friday,21,17,40.74724583333333,-73.9561375
268,Friday,21,18,40.70379117647059,-73.93107352941176
269,Friday,21,19,40.67486326530612,-73.95598979591837
270,Friday,21,20,40.68694444444444,-73.95475555555555
271,Friday,21,21,40.70773809523809,-73.94191428571428
272,Friday,21,22,40.69404166666667,-73.99957500000001
273,Friday,21,23,40.6918,-73.9997
274,Friday,21,24,40.805976190476194,-73.96420952380952
275,Friday,22,-1,40.743297038081806,-73.93653963328632
276,Friday,22,0,40.741916539308384,-73.98993385571818
277,Friday,22,1,40.718179144385026,-73.95521140819965
278,Friday,22,2,40.773988059701495,-73.87231194029852
279,Friday,22,3,40.76983809523809,-73.86489047619048
280,Friday,22,4,40.6905937704918,-73.98317016393443
281,Friday,22,5,40.686261904761906,-74.0031380952381
282,Friday,22,6,40.645114864864865,-73.7851195945946
283,Friday,22,7,40.84633846153846,-73.93907307692308
284,Friday,22,8,40.703671014492755,-73.92964347826087
285,Friday,22,9,40.67632658227848,-73.98416582278482
286,Friday,22,10,40.69501481481481,-74.17785555555555
287,Friday,22,11,40.67568285714285,-74.01647142857144
288,Friday,22,12,40.648473913043475,-73.78306956521739
289,Friday,22,13,40.80495593220339,-73.96440338983051
290,Friday,22,14,40.676227777777775,-73.99885555555555
291,Friday,22,15,40.6743875,-73.955165
292,Friday,22,16,40.72017352941177,-73.84479411764706
293,Friday,22,17,40.794563157894736,-73.97264210526316
294,Friday,22,18,40.6783962962963,-73.96752962962962
295,Friday,22,19,40.80405789473684,-73.95451578947369
296,Friday,22,20,40.68678888888889,-73.95781666666667
297,Friday,23,-1,40.73704973579921,-73.9466501321004
298,Friday,23,0,40.73663941525953,-73.99321665103189
299,Friday,23,1,40.716283606557376,-73.95681393442622
300,Friday,23,2,40.685028125,-73.97516125
301,Friday,23,3,40.78430689655172,-73.97810862068965
302,Friday,23,4,40.73259347826087,-73.95688913043479
303,Friday,23,5,40.67735128205128,-74.01384615384616
304,Friday,23,6,40.64487692307692,-73.78192051282052
305,Friday,23,7,40.77600628930818,-73.95461257861635
306,Friday,23,8,40.646482142857145,-73.78963214285714
307,Friday,23,9,40.690414583333336,-73.98695208333334
308,Friday,23,10,40.774004166666664,-73.87237499999999
309,Friday,23,11,40.677056603773586,-73.98407169811321
310,Friday,23,12,40.74691724137931,-73.95581034482758
311,Friday,23,13,40.7042890625,-73.9312796875
312,Friday,23,14,40.68788571428571,-74.18236666666667
313,Friday,23,15,40.64849259259259,-73.78286666666666
314,Friday,23,16,40.680526666666665,-73.96563555555555
315,Friday,23,17,40.71414444444444,-73.94019444444444
316,Friday,23,18,40.70635238095238,-73.92237619047619
317,Friday,23,19,40.70788125,-73.94273125
318,Friday,23,20,40.698,-73.93100714285715
319,Friday,23,21,40.675745,-73.95658499999999
320,Monday,0,-1,40.72546244665718,-73.94785092460883
321,Monday,0,0,40.74031671957672,-73.99153005291005
322,Monday,0,1,40.71511652892562,-73.95595371900828
323,Monday,0,2,40.70733714285715,-74.01067714285715
324,Monday,0,3,40.646638271604935,-73.7838
325,Monday,1,-1,40.726520458265135,-73.95300671031097
326,Monday,1,0,40.73774625,-74.003979375
327,Monday,1,1,40.75352564102564,-73.99067076923077
328,Monday,1,2,40.72133714285714,-73.95733142857144
329,Monday,1,3,40.7241974522293,-73.98974904458599
330,Monday,1,4,40.72490833333333,-74.007625
331,Monday,1,5,40.713,-73.95938947368421
332,Monday,2,-1,40.7333650997151,-73.95930156695157
333,Monday,2,0,40.740842,-74.005248
334,Monday,2,1,40.72515769230769,-73.98397307692308
335,Monday,2,2,40.76153333333333,-73.99617222222223
336,Monday,2,3,40.73144666666667,-74.00156333333332
337,Monday,2,4,40.721142105263155,-73.95681578947368
338,Monday,2,5,40.72121428571428,-73.98928095238095
339,Monday,2,6,40.749191304347825,-73.99261739130435
340,Monday,2,7,40.76308,-73.98233
341,Monday,3,-1,40.740107897334646,-73.95449447186574
342,Monday,3,0,40.763256028368794,-73.98796382978723
343,Monday,3,1,40.72519255319149,-73.98667659574468
344,Monday,3,2,40.73933684210527,-73.98427894736842
345,Monday,3,3,40.7162875,-74.012690625
346,Monday,3,4,40.75674210526316,-73.96995789473684
347,Monday,3,5,40.70771940298507,-74.01017910447761
348,Monday,3,6,40.7412114893617,-74.00118212765958
349,Monday,3,7,40.7205,-73.95747575757576
350,Monday,3,8,40.720995238095234,-74.00464285714285
351,Monday,3,9,40.780789473684216,-73.97906315789474
352,Monday,3,10,40.73210909090909,-73.99423636363636
353,Monday,4,-1,40.73312287946429,-73.94726629464286
354,Monday,4,0,40.741347878787884,-73.99076207792207
355,Monday,4,1,40.645252830188674,-73.78062327044024
356,Monday,4,2,40.774607843137254,-73.95510196078432
357,Monday,4,3,40.79374680851064,-73.97200425531915
358,Monday,4,4,40.695025,-74.17818
359,Monday,4,5,40.71897692307693,-73.95854038461539
360,Monday,4,6,40.74470689655172,-73.95634482758621
361,Monday,4,7,40.712163157894736,-73.9497
362,Monday,5,-1,40.73402786259542,-73.934075
363,Monday,5,0,40.74914841379311,-73.98510464367817
364,Monday,5,1,40.72758771929824,-73.9507754385965
365,Monday,5,2,40.71348407643312,-73.95213057324841
366,Monday,5,3,40.64568483606557,-73.78132786885246
367,Monday,5,4,40.69486052631579,-74.17811578947368
368,Monday,5,5,40.688750909090906,-73.99400727272727
369,Monday,5,6,40.80486071428572,-73.95455714285715
370,Monday,5,7,40.69459,-73.98361
371,Monday,5,8,40.69298333333333,-73.96944444444445
372,Monday,5,9,40.67714444444445,-73.97409444444445
373,Monday,5,10,40.702894444444446,-73.98685
374,Monday,5,11,40.67542777777778,-73.95592222222223
375,Monday,5,12,40.67303636363636,-73.9632909090909
376,Monday,6,-1,40.72635198702352,-73.94623852392539
377,Monday,6,0,40.7525381369863,-73.981819369863
378,Monday,6,1,40.76999680851064,-73.8647329787234
379,Monday,6,2,40.7148782051282,-73.95647756410257
380,Monday,6,3,40.64557545787546,-73.7824249084249
381,Monday,6,4,40.77309032258065,-73.88561935483871
382,Monday,6,5,40.694865625,-74.177959375
383,Monday,6,6,40.68756785714286,-73.9593
384,Monday,6,7,40.689322222222216,-73.98525396825397
385,Monday,6,8,40.774005,-73.87221
386,Monday,6,9,40.671685106382974,-73.97432553191489
387,Monday,6,10,40.69386086956522,-73.99661304347826
388,Monday,6,11,40.68613333333334,-73.99925
389,Monday,7,-1,40.72605773809524,-73.94649508928572
390,Monday,7,0,40.75343632543927,-73.98204864400306
391,Monday,7,1,40.77135806451613,-73.86747612903226
392,Monday,7,2,40.691985714285714,-73.98662448979591
393,Monday,7,3,40.71592777777778,-73.95983333333334
394,Monday,7,4,40.64545714285714,-73.77879285714286
395,Monday,7,5,40.68786111111112,-74.18206111111111
